,subscribe
31573,0
18537,0
43653,1
809,0
29174,0
36670,1
20204,0
21235,0
20882,1
38230,0
25127,0
6857,0
29880,0
30274,0
22039,0
33452,0
16170,0
5247,0
30365,0
23841,0
27873,0
17541,0
3029,0
12126,0
3667,0
44565,1
32239,0
2612,0
19985,0
30968,0
40893,1
39406,1
5368,0
6324,0
34971,0
14538,0
21044,0
32980,0
15194,0
19071,0
19917,0
28751,1
25917,0
1903,0
41251,0
44472,1
41810,0
9126,0
62,0
29694,0
11736,0
44594,0
36956,0
11272,0
18605,0
30271,0
37086,0
44908,0
3946,0
33117,0
43250,1
657,0
31249,0
21970,1
42985,1
45023,0
15382,0
44066,0
1372,1
33076,0
24774,0
39217,0
5795,0
7070,0
37632,0
37271,0
4946,0
17243,0
34665,0
37597,0
30581,0
9144,1
43310,1
44028,0
13775,0
28691,0
18357,0
12563,0
24444,0
30486,0
13460,0
5182,0
41359,0
17915,0
40970,0
11854,0
3944,0
20399,0
33819,0
31182,1
34767,0
17978,0
27060,1
40881,0
32059,1
28499,0
38664,0
23429,0
22673,0
44560,1
37985,0
19501,0
44158,1
23544,0
23781,0
37088,0
6400,0
25104,0
40593,0
10472,0
30847,0
4113,0
22431,0
31209,0
4630,0
2218,0
17139,0
27803,1
43632,0
7757,0
28744,0
24544,0
34672,0
12953,0
31734,0
35554,0
4088,0
9089,0
27109,1
40765,0
43228,1
608,0
26195,0
27095,0
13694,0
26646,0
44912,1
5431,0
32582,0
3953,0
5256,0
9260,0
16407,0
29953,0
16236,0
1304,0
9414,0
12991,0
31412,0
491,0
20376,0
44060,0
16102,0
5742,0
23026,0
13628,0
42220,1
39303,0
254,0
41344,1
8053,0
19571,0
2109,0
27043,0
11938,0
34153,1
8163,0
8798,0
4470,0
7562,0
20991,0
24994,0
15597,1
6893,0
42534,1
18205,0
14226,0
11412,0
11552,0
8745,1
4250,0
13797,0
42669,1
35499,0
19516,0
12237,0
36694,0
37420,0
26175,0
23978,0
1359,0
38970,0
37539,0
11546,1
23947,0
1356,0
4557,0
25176,0
10473,0
16984,0
36530,0
5140,0
20176,0
10597,0
39572,0
3779,0
12389,0
12777,0
40558,0
43559,0
24396,0
31635,0
5427,0
37541,0
40194,0
34887,0
33524,0
18819,0
34635,0
11065,0
12310,0
9476,1
16810,0
38535,0
26358,0
19154,0
22046,0
16580,0
20338,0
43330,1
3814,0
14442,0
21206,0
31544,0
873,0
29204,0
10805,0
11421,0
16158,0
2272,0
28199,0
20650,0
28729,0
44340,1
34291,1
9511,0
11537,0
853,0
19371,0
37772,0
38394,1
29308,0
40841,0
11657,0
44294,0
15388,0
16325,0
23746,0
4690,0
8208,0
24857,0
19952,0
27712,0
11301,0
29961,1
33414,1
25629,0
25772,0
29551,0
32351,0
18277,0
36829,1
18053,0
8506,0
11948,0
10778,0
26319,0
12940,0
37618,0
2647,0
39337,0
38174,0
27240,0
18992,0
34403,0
9347,0
23381,0
133,0
2586,0
32202,1
3632,0
40291,0
12996,0
23331,1
42770,0
30361,0
22762,0
27704,0
18303,0
6435,0
24181,0
24941,0
12107,0
7022,0
37216,0
44795,1
22522,0
44440,0
41504,0
3603,0
33393,1
29087,0
32938,0
43348,1
2960,0
17437,0
22063,0
1260,0
40703,0
35996,0
33398,0
11923,0
13077,0
27978,0
2537,0
1932,0
40494,0
43854,0
41836,1
927,0
5103,0
18193,0
22313,0
22434,0
43715,0
19735,0
10787,0
27996,0
12840,0
7640,0
35954,0
6197,0
22895,0
18527,0
32100,0
27152,0
863,0
33378,0
40328,0
13096,0
16709,0
8067,0
41471,0
31108,1
13316,0
20952,0
14777,0
12989,0
21290,0
662,0
4588,0
2897,1
23977,0
20783,0
9672,0
32616,0
19589,0
17075,0
451,0
1610,0
18886,0
37911,0
8007,0
2047,0
22378,0
26576,0
20324,0
12796,1
24381,0
37642,0
5834,0
43988,1
6195,0
7003,0
27476,0
1475,0
23621,0
41659,0
42800,0
38459,0
10878,0
28361,0
9847,0
20624,1
35850,0
29539,0
12833,0
30016,0
1872,0
11976,0
34535,0
5118,0
104,0
35406,0
29695,0
6247,0
37015,0
21083,0
39325,0
15081,0
22016,0
6424,0
39876,0
33940,0
16050,0
5888,1
26544,1
40395,0
44142,0
5929,0
41242,0
5539,0
17579,1
40063,1
1634,0
37953,0
5535,0
37326,0
29127,0
26104,0
18377,0
4242,0
44979,1
20414,0
33726,0
258,0
20865,0
37351,0
6793,0
38228,0
8501,0
44865,1
33463,0
15676,0
42585,1
18762,0
28801,0
35625,0
19412,0
12975,0
2954,0
43694,1
2669,0
18130,0
45134,1
42186,1
32350,0
21982,0
30407,0
29025,0
3341,0
2134,0
34131,0
9551,0
23457,0
25536,0
9561,0
25090,0
41783,0
6115,0
7133,0
21801,0
21265,0
13371,0
14774,0
35620,0
16315,0
23244,0
12888,0
25163,0
3254,0
36821,0
6823,1
6915,0
13567,0
8856,0
13904,0
44096,0
26402,0
7006,0
21451,0
22617,0
36767,1
13880,0
28089,0
41043,0
11707,0
38507,0
22458,0
15078,0
6022,0
43197,1
28966,0
8461,0
34577,0
4349,0
23462,0
3177,0
9982,0
27721,0
27281,0
40717,0
21372,0
19320,0
28798,0
39036,0
36860,0
2650,1
19852,0
33366,0
16539,0
12817,0
37657,0
35798,0
31434,1
32844,0
42118,0
9012,0
35072,0
23886,0
11435,0
2735,0
10530,0
8477,0
37967,0
22610,0
4322,0
44632,1
19519,0
8908,0
28689,1
36641,0
13553,0
43121,0
8490,0
28171,0
1190,0
25206,0
37198,0
10191,0
43619,1
22045,0
37534,0
36133,0
25883,0
4122,0
21561,0
39345,0
42289,0
32302,0
13011,0
22605,0
12643,0
31977,0
42066,0
29279,0
11662,0
34257,0
38286,1
23168,0
34517,1
38751,0
15390,0
4262,0
36909,0
18057,0
5944,0
7652,0
36469,0
5947,0
3471,0
6251,0
32016,0
21921,0
9964,0
39019,0
22543,0
18412,0
7663,0
21989,0
4430,0
29925,0
14423,1
33125,0
31732,0
40086,1
33451,0
28127,0
2407,0
15496,0
42939,0
31086,1
42944,1
29453,0
33091,0
28009,0
21990,0
33412,0
7401,0
19547,0
17087,1
2790,0
32557,1
35292,0
22817,0
15826,0
19225,0
37778,0
39264,0
10418,0
11109,0
83,1
1064,0
15810,0
5529,0
20609,0
5462,0
28339,0
6444,0
44856,1
17372,0
17119,0
17542,0
39290,0
40830,0
42223,0
38524,0
40178,0
32121,0
12194,0
31632,0
24927,0
19521,0
13382,0
20533,0
7100,0
19351,0
42647,1
15239,0
37068,0
37234,0
3136,0
40048,0
35398,0
10039,0
12609,0
900,0
42677,1
7189,0
30754,0
39092,0
13995,0
45050,0
44311,1
44395,1
36194,0
22053,0
29673,0
38349,0
41116,1
2672,0
5549,0
24251,0
19782,0
2730,0
19583,0
9283,0
34467,1
32664,0
14689,0
4080,0
41496,0
2157,0
11053,0
39701,0
30524,0
12213,0
26746,0
1068,0
4818,1
40801,0
31618,0
5160,0
16516,0
40818,0
30419,0
17167,0
30261,0
43630,1
32811,0
32167,1
26682,1
42830,0
13455,0
3914,0
4940,0
10377,0
26968,1
29746,0
7615,0
17473,1
17095,0
37119,0
25045,0
6410,0
38410,0
17828,0
15276,0
15224,0
4199,0
24019,0
38537,0
23277,0
7808,0
7744,1
29495,0
37990,1
27328,0
30832,0
21682,0
38850,0
784,0
28890,0
15762,0
17224,0
5900,0
4594,0
3350,0
37128,0
27421,0
20051,0
16603,0
23310,0
969,0
33707,1
5711,0
25465,0
10478,0
28943,0
35383,0
24858,0
44044,0
6859,0
33004,0
3880,0
17005,0
16110,0
26026,0
1370,1
9374,0
19662,0
11621,0
12317,0
15093,0
34065,0
44374,1
16687,0
27357,0
14639,0
447,0
43509,1
15231,0
34935,0
2039,0
20543,0
30667,0
11919,0
25989,0
37307,0
13124,0
952,0
35842,0
45094,1
18794,0
28182,0
17048,0
30356,0
37060,0
19024,0
12692,0
9338,0
26208,1
44524,1
25335,0
30414,1
21241,0
31051,0
9153,0
20608,0
36604,0
7874,0
35756,0
5574,0
19936,0
29460,0
35870,0
28891,0
6129,0
11209,0
33668,0
13156,0
36328,0
14031,0
37758,0
17987,0
25210,0
37239,0
36968,0
15007,0
38938,0
591,0
17163,0
21401,0
16661,0
1426,0
18778,0
35134,0
20469,0
18713,0
41031,0
37600,0
25757,0
4900,0
27653,0
9661,0
39684,0
25307,0
44258,1
39599,0
11940,0
43891,1
40520,0
8297,0
18978,0
16587,0
15072,0
347,0
28945,0
10514,0
43328,1
37573,0
1826,0
19687,0
30231,0
25841,0
40710,1
33032,0
16632,0
1862,0
6842,0
15855,0
35927,0
18660,0
15657,0
44615,1
5582,0
23615,0
40151,0
7130,0
8851,0
27725,0
43696,1
15637,0
2884,0
42406,1
12516,0
43152,0
7219,0
13698,0
6308,0
19136,0
11612,0
10197,0
19645,0
12827,0
39362,0
2053,1
4694,0
41534,0
6254,0
22636,0
5175,0
27057,0
23623,0
358,0
32252,0
10830,0
11679,0
12489,0
12130,0
17328,0
24670,0
6059,0
40345,1
41405,1
24214,0
8717,0
11968,0
24874,0
30948,0
6683,1
1005,0
23808,0
35601,0
25982,0
10174,0
12804,0
27304,0
4611,0
31587,0
11901,0
25086,0
26261,0
23202,0
30168,0
17077,0
31981,0
26285,0
2562,0
34032,1
78,0
33539,0
16937,0
11183,0
40562,0
708,0
18567,0
8091,0
32636,0
28389,0
12786,0
18814,0
38997,0
28636,0
17512,0
151,0
5174,1
33137,0
33764,1
33787,0
23427,0
2205,0
31025,0
14894,0
19647,0
33496,0
38231,0
7845,0
30799,0
33498,0
5477,0
14212,0
12635,0
39758,1
22491,0
20896,0
35412,0
3966,0
33698,1
2815,0
36366,0
29380,0
38747,0
45157,1
40797,0
21708,0
25669,0
40788,0
40366,1
41634,0
35382,0
34283,0
3850,0
19252,0
8109,0
4299,0
15204,0
34042,0
14055,0
28671,0
2949,0
17997,0
36505,0
6479,0
5396,0
3224,0
33230,0
23782,0
14329,0
42368,0
21698,0
22964,0
4715,0
38403,0
3826,0
5690,0
1173,1
29150,0
19535,0
18925,0
33291,0
31319,1
22331,0
24773,0
35214,0
22271,0
34694,0
19120,0
28128,0
26568,0
36411,0
26308,0
20892,0
3761,0
9533,0
42445,1
41238,0
40755,0
41481,1
14470,0
9911,0
32010,0
4943,0
15649,0
9,0
33975,0
43494,0
30870,0
9170,0
22675,0
37818,0
6330,0
42523,1
6844,0
1145,0
18404,0
20124,0
39227,0
28619,0
16761,0
2327,0
19329,0
23265,1
25338,0
35644,0
21222,0
15731,0
44727,0
21448,1
16787,0
36240,0
13054,0
34770,0
16337,0
27484,0
13409,0
16350,0
11580,0
39519,1
44739,1
29184,0
11832,0
18593,0
14885,0
27762,0
972,0
14867,0
6498,0
22238,0
20912,0
263,0
7599,0
7537,0
5791,0
31685,0
903,0
27050,1
23825,0
14978,0
33027,0
5031,0
22482,0
30775,0
2477,0
38025,0
10763,0
22417,0
5912,0
22709,0
25816,0
6381,0
28522,0
35691,0
11107,0
38874,0
7722,0
15948,0
38844,1
10378,0
9147,0
7604,0
3825,0
29534,0
15551,0
5095,0
5412,0
44733,1
36761,0
15751,0
45013,1
20867,0
7836,0
12492,0
15725,0
20764,0
14533,0
16700,0
1390,0
18285,0
5674,0
11751,0
5595,0
6082,0
32877,1
1434,0
4391,0
24357,0
27778,0
42337,1
29173,0
29006,0
32662,1
8629,0
37454,0
37869,0
9632,0
16818,0
28788,0
8272,0
28930,0
12444,0
27427,0
18891,0
13755,0
43594,1
32290,0
2189,0
6150,0
15299,0
22896,0
20835,0
1674,1
10617,0
35989,0
14481,0
19031,0
27999,0
40242,0
33441,0
26633,0
28887,0
17678,0
30993,0
40994,0
17630,0
1230,0
1040,0
33568,0
16678,0
37623,1
29940,0
34991,0
35192,1
32731,0
27288,0
8491,0
45073,1
13031,0
32991,0
23101,0
35109,0
14249,0
32466,0
13686,1
2765,0
7416,0
11545,0
8958,0
4556,0
38832,0
28332,0
20264,0
33511,0
38748,0
23823,0
3372,0
30729,0
43763,0
25114,0
19962,0
5473,0
43968,1
32543,0
35786,1
2267,0
41920,1
3442,0
16250,0
44131,0
17903,1
10768,0
4413,0
22699,0
8527,0
16450,0
18402,0
27269,1
37189,0
17709,1
15213,0
42818,0
9600,0
38965,0
7323,0
35678,0
42278,1
5162,1
20254,0
24880,0
28843,0
11377,0
44611,0
27711,0
16381,0
32222,0
36717,0
27601,0
9458,0
25926,0
21461,0
26597,0
36759,0
31879,0
26050,0
31004,0
43553,0
25786,0
22334,0
8607,0
27112,0
19372,0
19208,0
13459,0
16033,0
19634,0
880,0
8268,0
9093,0
13552,0
16495,0
39322,0
2409,0
5723,0
9022,0
3971,0
33184,0
17859,0
13841,0
2392,0
27872,0
15768,0
5682,0
32751,0
32200,1
26501,0
6811,0
18238,1
14067,0
22274,0
45000,0
15605,0
31452,1
21263,0
33865,0
3579,0
37883,0
30466,0
12011,0
16644,0
25173,0
7346,0
33562,0
21198,0
37881,0
1963,0
12259,0
7206,0
32694,0
24938,0
26248,0
37579,0
36958,0
31337,1
18798,0
14708,0
8945,0
10100,0
3756,0
7451,0
15135,0
42663,0
14170,0
31883,0
40833,1
40362,0
8870,0
30545,0
29853,1
31277,1
17726,0
11764,0
40895,0
18712,0
39725,0
34180,0
23163,0
19893,0
23911,0
28576,0
27105,1
1582,0
17670,0
29074,0
42167,1
40975,0
37542,0
36475,0
19677,0
17523,0
24307,0
39945,0
38046,1
12630,0
43286,0
15472,0
31348,1
11488,0
39962,0
43521,1
13659,1
28771,0
37152,0
3112,0
14415,0
23836,0
11624,0
3773,0
9919,0
27431,0
21032,0
16551,0
1246,0
26224,0
26794,0
22734,0
19524,1
22416,0
33246,0
41097,0
6141,1
32442,0
36841,0
36019,0
7673,0
36375,0
42604,1
26562,1
11822,0
29211,0
12061,0
11295,0
35346,0
11407,0
24095,0
5387,0
10434,0
1422,0
2565,0
42910,0
35376,0
22713,0
43072,0
14016,0
2271,0
29061,0
2067,0
558,0
31848,0
11166,0
29037,0
27498,0
1028,0
7411,0
35008,0
10056,0
14660,0
15162,0
8001,0
9839,0
39934,0
13983,1
24913,0
26413,0
41093,0
21311,0
6720,0
118,0
4070,0
18490,1
31034,0
170,0
1863,1
9825,1
11637,0
3520,0
36621,0
19885,0
39813,1
16384,0
6552,0
17444,0
11910,0
41222,0
18444,0
3137,0
12873,0
40275,1
32291,0
35449,0
2896,0
28140,0
43323,1
23100,0
44935,1
2211,0
37679,0
37788,1
37963,0
32886,0
12958,0
19409,0
28756,0
23395,0
17789,0
28048,0
20988,0
33938,1
6262,0
29550,0
9599,0
12659,0
5663,0
15555,0
39459,1
30392,0
2511,0
10441,0
35321,0
8690,0
6002,0
27194,0
29531,0
27589,0
17925,0
25270,0
37996,0
35234,0
23308,0
24040,1
14624,0
25229,0
35041,0
16082,0
162,0
27038,0
43126,1
4358,0
13935,0
18387,0
16800,0
6255,0
35938,0
43308,0
11916,0
17247,0
26495,0
40589,0
29085,0
24395,0
4188,0
25208,0
9878,0
35515,1
6500,0
17463,0
525,0
20081,0
25489,0
16016,0
29537,0
16373,0
169,0
39069,0
42047,0
35071,0
16962,0
35260,0
27352,0
25018,0
15782,0
25180,0
13520,0
39617,0
13415,0
33021,0
36959,0
33635,0
27976,0
31554,0
6478,0
14166,0
9749,0
9028,0
44968,0
34732,0
31472,1
14826,0
26896,0
30880,0
30835,0
22406,0
2986,0
29979,0
20173,0
41026,0
18876,0
40822,0
31845,0
36606,0
11255,0
31627,0
8198,0
116,0
14041,0
11823,0
9745,0
37074,0
2176,0
37692,1
19003,0
32327,0
13476,0
36665,0
33745,0
43388,0
1952,0
35498,0
23318,0
12055,0
45207,1
29372,0
18927,0
24679,0
29809,1
8265,0
10829,0
30080,0
1404,0
8040,0
33624,0
39055,0
33408,0
24161,1
42596,0
7366,0
32972,0
41394,0
32704,0
38326,1
5013,0
32792,0
32899,0
2364,0
34625,0
941,0
41745,0
19314,0
43293,0
21718,0
43747,1
37993,1
33155,0
2235,0
15287,1
27250,0
11264,0
3275,0
12228,0
28299,0
17553,0
279,0
31106,1
39595,0
43535,1
1381,0
43039,1
34428,0
16255,0
21149,0
24318,0
10237,0
35649,1
17813,0
8213,1
25490,0
14751,0
32383,0
2196,0
14981,0
13704,0
26595,1
6631,1
27016,0
2038,0
15418,0
28777,0
14374,0
7266,0
41356,0
23676,0
34996,1
43006,1
37397,0
17772,0
26856,0
44974,0
38698,0
33162,0
18016,0
152,0
5534,0
11532,0
21455,0
17147,0
29257,0
32741,0
23973,0
10134,0
6116,0
20357,0
14941,0
3496,0
2920,0
16370,0
27835,0
12693,0
2349,0
30525,0
18541,0
18813,0
706,0
6975,0
17154,0
34584,0
44370,0
35628,0
7876,0
34077,1
27943,0
6076,0
13810,0
5117,0
18532,0
43333,1
320,0
9159,0
3352,0
36575,1
39273,0
18149,0
41221,1
9590,0
12554,0
21608,0
31692,0
21625,0
184,0
34079,0
11699,0
87,1
12375,0
3582,0
36540,0
45054,0
36330,0
13030,0
3687,0
19397,0
42811,0
19778,0
8907,0
41064,0
11712,0
44885,1
8229,0
9642,0
31247,0
11922,0
9645,0
23974,0
42743,1
19115,0
651,0
8134,0
39254,0
1940,0
16886,0
9741,0
32477,0
5555,0
10157,1
24970,0
30010,0
42742,0
6724,0
30089,0
14623,0
7998,0
20978,0
11683,0
21897,0
7635,1
21338,0
39489,0
4812,0
16517,1
20836,0
44913,1
12405,0
6125,0
21524,0
21117,1
40196,1
7026,0
12517,0
5039,0
36705,0
15043,0
28314,0
44095,1
15763,0
13067,1
1591,0
4149,0
30879,0
35784,0
26977,0
9103,0
13881,0
19908,0
1793,0
42373,0
20011,0
14851,0
32414,0
7124,0
12160,0
40824,1
29839,0
11583,0
13139,0
36897,0
13863,0
7829,0
20535,0
29799,0
35679,0
42901,0
34856,0
28061,0
27638,0
10154,1
15828,0
41972,0
28625,0
10564,0
21923,0
32510,0
17817,0
25409,0
3885,0
41045,0
11543,0
19646,0
33911,1
9430,0
43010,1
8526,0
41399,1
12122,0
128,0
37989,0
32539,0
38277,0
35821,1
11647,0
31166,0
13815,0
28004,0
30863,0
38434,1
23180,0
33254,0
33372,0
37040,0
18546,0
13793,0
24873,0
1684,0
33602,0
3776,0
44890,0
30034,0
25139,0
1019,0
36268,0
15170,0
14657,0
42359,0
38347,0
36538,1
25742,0
3083,0
15489,0
38140,0
42417,1
20515,0
15893,0
44748,1
8716,0
10543,0
15462,0
5558,0
3195,0
6292,0
28549,0
8719,0
24637,0
31893,0
6947,0
14366,0
26668,0
2877,0
43116,0
29597,0
6457,0
17652,0
16756,0
2277,0
10414,0
17547,0
23799,0
25699,0
11088,0
20923,0
25603,0
5244,0
10161,0
21027,0
32924,0
22634,0
1026,0
6148,0
1784,0
9385,0
7656,0
34520,0
24052,0
13568,0
5237,0
19133,0
17447,0
10298,0
25032,0
7078,0
14960,0
6339,0
34216,0
23509,0
15802,0
32513,0
36150,0
16083,0
19667,0
39863,1
6405,0
12013,0
30428,0
33149,0
1166,0
15912,0
3651,0
17459,0
32903,0
30803,1
18353,0
2306,0
7432,0
41561,1
1160,0
28450,0
42314,1
27229,0
895,0
19901,0
30517,0
26535,0
38834,0
14947,0
44161,0
29170,0
11862,0
36360,0
22358,0
26882,0
31745,0
179,0
34086,0
42207,0
25052,0
13581,0
12462,0
37248,0
15047,0
17742,0
27809,0
93,0
18274,0
23403,0
36652,0
44419,1
34030,0
36891,0
12530,0
22343,0
27939,0
42853,1
2987,0
10998,0
34061,1
33042,0
16807,0
31705,0
6310,0
24241,0
29224,0
15807,0
19826,0
786,0
28371,0
39312,0
39998,0
17470,0
42103,0
24872,0
39410,0
35114,0
12874,0
36221,0
35845,1
41623,0
40327,0
11521,0
39676,0
13763,0
26040,0
42972,1
9868,0
31897,0
19801,0
38565,0
29389,0
6812,0
39188,0
18293,0
38092,0
10458,0
5608,0
12890,0
24036,0
44995,0
7533,0
38820,0
38015,0
42715,0
42616,0
28002,0
40991,0
12799,0
14625,0
27458,0
14559,0
14084,0
14714,0
43377,0
28918,0
17926,1
18780,1
24557,0
26766,0
38141,0
25221,0
13498,0
15330,0
18664,0
38710,0
32094,0
3857,0
38700,0
31623,0
3887,0
25521,0
22746,0
26623,0
31207,0
16345,0
19255,0
8688,0
15635,0
44507,0
32968,0
21583,0
15914,0
5127,0
7257,0
3264,0
18594,0
13535,0
7454,0
5171,0
42671,1
6017,0
16012,0
44705,0
39104,1
20812,0
1815,0
38465,0
40296,0
19552,0
15056,0
33815,1
2912,0
24624,0
40831,0
33304,0
25281,0
44646,0
29653,0
4012,0
12506,0
28376,0
9918,0
9505,0
14103,0
7216,0
35231,0
24811,0
19203,0
9166,0
14459,0
5959,1
7585,0
32211,0
2220,0
33002,0
24157,0
8042,0
31385,0
36905,0
43878,1
11814,0
5065,0
5073,0
21829,0
31446,1
41517,0
33914,1
25932,1
44054,0
37731,0
24454,0
12200,0
23552,0
16238,0
43186,1
40874,1
14702,0
8143,0
1913,0
24930,0
10575,0
20885,0
19052,0
15834,0
8154,0
20380,0
40657,0
36347,0
35140,0
16128,0
17712,0
10594,0
10090,0
36788,0
29553,0
26397,1
35301,0
38212,0
12294,0
10097,1
8796,0
21602,0
18052,0
39608,0
4763,0
39301,0
37304,1
41274,0
44421,0
5343,0
28172,0
11082,0
5986,0
19297,0
23160,0
12650,1
4876,0
20004,0
16540,0
15470,0
7002,0
5312,0
44924,0
21067,0
216,0
19773,0
22676,0
34075,1
45069,1
17370,0
24838,0
16367,1
40443,1
43112,0
34873,0
44308,0
43992,0
10625,0
2183,0
19973,0
43270,0
12767,0
8692,0
18600,0
22117,0
28216,0
1265,0
18014,0
8279,0
39456,1
21378,0
9762,0
41654,1
1020,0
40189,0
31501,0
44313,1
27510,0
44872,0
28442,0
40659,0
17801,0
13315,0
41971,0
27128,0
541,0
7284,0
35340,0
11757,0
19018,1
39655,1
37365,1
18302,0
28403,0
17805,0
21932,0
30661,0
36943,0
19285,1
9788,0
23611,0
39775,1
37452,0
15602,0
13974,0
44754,1
20719,0
25236,0
30692,1
1059,0
30501,1
15458,0
20803,0
5040,0
3739,0
37900,0
30364,1
16122,0
4129,0
6283,0
43984,0
17932,0
3893,0
26820,0
40049,1
22801,0
3466,0
7875,0
19332,0
10959,1
33013,0
38169,0
22626,0
36581,0
3594,0
10011,0
19666,1
11588,0
23660,0
45141,0
6533,0
11991,0
9208,0
18182,0
13282,0
8678,0
23045,0
22441,0
34596,0
17126,0
32420,0
15913,0
44655,1
19866,0
36001,0
15166,0
43991,0
281,0
22391,0
2497,0
31803,0
41175,0
13246,0
27820,0
8030,0
30855,0
26345,0
20210,0
10189,0
2450,0
30675,0
13516,0
4723,0
39421,1
2186,0
15939,0
17356,0
41621,1
35843,0
16953,0
28642,0
25331,0
9491,0
15002,0
43372,0
21304,0
34922,0
7062,0
6913,0
19691,0
25211,0
23595,0
10656,0
30883,0
27292,0
33841,0
28996,0
44710,0
14493,0
1709,0
16076,0
41886,0
32525,0
44518,1
26769,0
39687,0
6167,0
22579,0
5955,0
29351,0
5294,0
10929,0
23764,0
31946,0
2717,0
4514,0
31678,0
39847,1
8987,0
9044,1
43612,0
36729,0
23314,0
14475,0
2736,0
25219,0
2325,0
41799,0
39749,0
39210,0
22669,0
31574,0
40121,0
36984,0
10688,0
20799,0
9091,0
1724,0
31988,1
16249,0
4220,0
36688,0
17338,0
30802,0
33266,0
42347,1
8919,0
38021,0
38499,0
27929,0
24861,0
5624,0
1179,0
15221,0
15990,0
12190,0
42125,1
19257,0
39773,1
12688,0
12215,0
39577,1
42152,0
16696,0
24647,0
17529,0
3956,0
44823,1
41350,0
19385,0
3788,0
19283,0
27451,0
34885,0
33983,1
2397,0
33570,0
32985,0
703,0
16376,0
41663,0
24130,1
41224,0
35394,0
36871,1
31144,1
29734,0
20259,0
2901,0
39590,0
40618,1
30417,0
2581,0
42632,0
18433,0
13003,0
14427,0
28014,0
5311,0
36179,0
1256,0
33182,0
27468,0
19367,0
19715,0
2900,0
6601,0
35894,0
29790,0
25262,0
30552,0
33070,1
43207,1
15823,1
24387,0
20271,1
37486,0
39495,0
42243,1
29615,1
40859,0
10908,0
30963,0
4037,0
18760,0
19391,0
27855,0
21776,0
20993,0
6598,1
29335,0
36531,0
10666,0
24936,1
2801,0
21685,0
19411,0
22118,0
11595,0
31729,0
10340,0
43245,1
21937,0
26773,0
35369,0
13939,0
21940,0
10499,0
22655,0
4810,0
24646,0
41194,0
38142,1
23259,0
13566,0
22704,0
36329,0
22262,0
21799,0
12079,0
17340,0
6265,0
6204,0
23263,1
10071,0
8203,0
35663,0
43994,0
27761,0
9323,0
35531,0
28648,0
20680,0
30498,0
2496,0
38161,0
21795,0
2488,0
14722,0
44180,0
5707,0
44250,1
14491,0
14371,0
7382,0
18890,0
10324,0
13857,0
15721,0
11582,0
4649,0
30249,0
41082,1
15545,0
1701,0
45009,0
21110,0
34684,0
17257,0
29040,0
7841,0
40691,0
32711,0
23979,0
41927,1
1808,0
30751,0
248,0
9301,0
32653,0
16362,0
24076,1
26967,0
3122,0
16409,0
15465,0
32244,0
15192,1
12512,0
20053,0
15619,0
33735,1
12538,0
34776,0
28749,0
191,0
7644,0
27592,0
21793,0
25047,0
39307,0
41963,1
14095,0
37340,0
31637,0
34117,0
19380,0
43791,1
30853,0
17215,0
27200,0
9118,0
31686,0
26934,0
31522,0
37265,0
31228,0
23975,0
16511,0
17537,0
19948,0
8872,0
23079,0
18494,0
24169,1
29069,0
43081,1
14899,0
15695,0
33059,0
31233,0
18691,0
7831,0
5278,0
750,0
40056,1
19755,0
36902,0
12227,0
17233,0
10113,0
37277,0
11653,0
44698,0
36941,0
28856,0
24103,1
44508,1
19983,0
28322,0
8350,0
19312,0
15610,0
19092,0
25544,0
12402,0
38501,1
18523,0
20999,0
42922,0
20222,0
27796,0
41752,1
11913,0
30520,0
22251,0
39255,0
44291,0
44316,1
36873,1
11090,0
44428,1
37069,1
39745,0
13557,0
7329,0
1593,0
6211,0
1072,0
15595,0
4278,0
36160,0
40969,1
13310,0
24002,0
39450,0
15101,0
10359,0
38069,0
11530,0
42897,0
1276,0
33752,0
35286,0
7017,0
17877,0
27806,0
27898,0
20703,0
40973,0
30663,0
45089,0
9388,0
32060,1
23350,0
16475,0
1140,1
35274,0
11149,0
12531,0
35616,0
31748,0
33354,0
25129,0
22515,0
26730,0
22412,0
8546,0
29831,0
40315,0
5344,0
5854,0
1552,0
2755,0
6559,0
10040,0
42953,1
24813,0
19379,0
37371,1
17082,0
40677,0
5648,0
2008,0
28497,0
7780,0
32330,0
31030,1
2246,0
44267,1
15685,0
42695,0
41519,0
19670,0
1421,0
6143,0
30323,0
29086,0
42584,0
19138,0
23221,1
26179,0
28295,0
22360,0
34453,0
42461,1
24070,1
32572,0
22903,0
23430,0
15417,0
37805,0
23325,0
18422,0
17565,0
12199,0
30967,0
37834,0
23018,0
14151,0
22329,0
1528,0
42041,1
39631,0
15181,0
8589,0
33892,0
22913,0
11282,0
7297,0
21157,0
12655,0
21268,0
15614,0
42872,1
24937,0
24724,0
9087,1
9890,0
42353,0
8813,0
16206,0
5894,0
15228,0
39983,0
27956,0
1467,0
31894,0
28836,0
14770,0
7232,0
42973,0
16752,0
15252,0
19065,0
229,0
10627,0
31804,0
8507,0
6280,0
25762,0
37243,0
4733,0
8594,0
36331,0
13747,0
21246,0
35900,0
27902,0
753,0
38413,0
7325,0
34361,1
38761,0
20946,0
24042,0
40101,1
18247,0
30077,0
40795,0
23545,0
12378,0
466,0
12718,1
26178,0
43587,1
30438,0
975,0
42324,0
11873,0
16357,0
32455,0
19980,0
15354,0
6144,0
25606,0
38711,0
30389,0
37203,0
33500,0
